updated_at,year,month,day,from,to,value
31.12.2021 08:15:00,2019,10,,NL,ES,36.0
31.12.2021 08:15:00,2019,11,,NL,ES,15.0
31.12.2021 08:15:00,2019,12,,NL,ES,8.0
31.12.2021 08:15:00,2019,1,,CZ,DE,57.0
31.12.2021 08:15:00,2019,2,,CZ,DE,48.0
31.12.2021 08:15:00,2019,3,,CZ,DE,45.0
31.12.2021 08:15:00,2019,4,,CZ,DE,51.0
31.12.2021 08:15:00,2019,5,,CZ,DE,62.0
31.12.2021 08:15:00,2019,6,,CZ,DE,68.0
31.12.2021 08:15:00,2019,7,,CZ,DE,66.0
31.12.2021 08:15:00,2019,8,,CZ,DE,51.0
31.12.2021 08:15:00,2019,9,,CZ,DE,76.0
31.12.2021 08:15:00,2019,10,,CZ,DE,73.0
31.12.2021 08:15:00,2019,11,,CZ,DE,60.0
31.12.2021 08:15:00,2019,12,,CZ,DE,47.0
31.12.2021 08:15:00,2019,1,,CZ,AT,48.0
31.12.2021 08:15:00,2019,2,,CZ,AT,37.0
31.12.2021 08:15:00,2019,3,,CZ,AT,37.0
31.12.2021 08:15:00,2019,4,,CZ,AT,49.0
31.12.2021 08:15:00,2019,5,,CZ,AT,60.0
31.12.2021 08:15:00,2019,6,,CZ,AT,61.0
31.12.2021 08:15:00,2019,7,,CZ,AT,44.0
31.12.2021 08:15:00,2019,8,,CZ,AT,32.0
31.12.2021 08:15:00,2019,9,,CZ,AT,59.0
31.12.2021 08:15:00,2019,10,,CZ,AT,51.0
31.12.2021 08:15:00,2019,11,,CZ,AT,37.0
31.12.2021 08:15:00,2019,12,,CZ,AT,19.0
31.12.2021 08:15:00,2019,1,,CZ,FR,24.0
31.12.2021 08:15:00,2019,2,,CZ,FR,27.0
31.12.2021 08:15:00,2019,3,,CZ,FR,23.0
31.12.2021 08:15:00,2019,4,,CZ,FR,27.0
31.12.2021 08:15:00,2019,5,,CZ,FR,35.0
31.12.2021 08:15:00,2019,6,,CZ,FR,38.0
31.12.2021 08:15:00,2019,7,,CZ,FR,43.0
31.12.2021 08:15:00,2019,8,,CZ,FR,25.0
31.12.2021 08:15:00,2019,9,,CZ,FR,56.0
31.12.2021 08:15:00,2019,10,,CZ,FR,50.0
31.12.2021 08:15:00,2019,11,,CZ,FR,31.0
31.12.2021 08:15:00,2019,12,,CZ,FR,22.0
31.12.2021 08:15:00,2019,1,,CZ,NL,8.0
31.12.2021 08:15:00,2019,2,,CZ,NL,8.0
31.12.2021 08:15:00,2019,3,,CZ,NL,6.0
31.12.2021 08:15:00,2019,4,,CZ,NL,9.0
31.12.2021 08:15:00,2019,5,,CZ,NL,9.0
31.12.2021 08:15:00,2019,6,,CZ,NL,15.0
31.12.2021 08:15:00,2019,7,,CZ,NL,12.0
31.12.2021 08:15:00,2019,8,,CZ,NL,8.0
31.12.2021 08:15:00,2019,9,,CZ,NL,23.0
31.12.2021 08:15:00,2019,10,,CZ,NL,17.0
31.12.2021 08:15:00,2019,11,,CZ,NL,9.0
31.12.2021 08:15:00,2019,12,,CZ,NL,8.0
31.12.2021 08:15:00,2019,1,,CZ,CZ,34.0
31.12.2021 08:15:00,2019,2,,CZ,CZ,31.0
31.12.2021 08:15:00,2019,3,,CZ,CZ,35.0
31.12.2021 08:15:00,2019,4,,CZ,CZ,43.0
31.12.2021 08:15:00,2019,5,,CZ,CZ,57.0
31.12.2021 08:15:00,2019,6,,CZ,CZ,50.0
31.12.2021 08:15:00,2019,7,,CZ,CZ,52.0
31.12.2021 08:15:00,2019,8,,CZ,CZ,39.0
31.12.2021 08:15:00,2019,9,,CZ,CZ,56.0
31.12.2021 08:15:00,2019,10,,CZ,CZ,49.0
31.12.2021 08:15:00,2019,11,,CZ,CZ,35.0
31.12.2021 08:15:00,2019,12,,CZ,CZ,18.0
31.12.2021 08:15:00,2019,1,,CZ,CH,12.0
31.12.2021 08:15:00,2019,2,,CZ,CH,9.0
31.12.2021 08:15:00,2019,3,,CZ,CH,10.0
31.12.2021 08:15:00,2019,4,,CZ,CH,14.0
31.12.2021 08:15:00,2019,5,,CZ,CH,16.0
31.12.2021 08:15:00,2019,6,,CZ,CH,19.0
31.12.2021 08:15:00,2019,7,,CZ,CH,16.0
31.12.2021 08:15:00,2019,8,,CZ,CH,10.0
31.12.2021 08:15:00,2019,9,,CZ,CH,27.0
31.12.2021 08:15:00,2019,10,,CZ,CH,25.0
31.12.2021 08:15:00,2019,11,,CZ,CH,10.0
31.12.2021 08:15:00,2019,12,,CZ,CH,6.0
31.12.2021 08:15:00,2019,1,,CZ,PL,41.0
31.12.2021 08:15:00,2019,2,,CZ,PL,19.0
31.12.2021 08:15:00,2019,3,,CZ,PL,17.0
31.12.2021 08:15:00,2019,4,,CZ,PL,27.0
31.12.2021 08:15:00,2019,5,,CZ,PL,46.0
31.12.2021 08:15:00,2019,6,,CZ,PL,35.0
31.12.2021 08:15:00,2019,7,,CZ,PL,31.0
31.12.2021 08:15:00,2019,8,,CZ,PL,30.0
31.12.2021 08:15:00,2019,9,,CZ,PL,40.0
31.12.2021 08:15:00,2019,10,,CZ,PL,25.0
31.12.2021 08:15:00,2019,11,,CZ,PL,32.0
31.12.2021 08:15:00,2019,12,,CZ,PL,26.0
31.12.2021 08:15:00,2019,1,,CZ,IT,32.0
31.12.2021 08:15:00,2019,2,,CZ,IT,15.0
31.12.2021 08:15:00,2019,3,,CZ,IT,10.0
31.12.2021 08:15:00,2019,4,,CZ,IT,21.0
31.12.2021 08:15:00,2019,5,,CZ,IT,32.0
31.12.2021 08:15:00,2019,6,,CZ,IT,38.0
31.12.2021 08:15:00,2019,7,,CZ,IT,25.0
31.12.2021 08:15:00,2019,8,,CZ,IT,21.0
31.12.2021 08:15:00,2019,9,,CZ,IT,63.0
31.12.2021 08:15:00,2019,10,,CZ,IT,47.0
31.12.2021 08:15:00,2019,11,,CZ,IT,28.0
31.12.2021 08:15:00,2019,12,,CZ,IT,21.0
31.12.2021 08:15:00,2019,1,,CZ,BE,8.0
31.12.2021 08:15:00,2019,2,,CZ,BE,7.0
31.12.2021 08:15:00,2019,3,,CZ,BE,8.0
31.12.2021 08:15:00,2019,4,,CZ,BE,9.0
31.12.2021 08:15:00,2019,5,,CZ,BE,9.0
31.12.2021 08:15:00,2019,6,,CZ,BE,16.0
31.12.2021 08:15:00,2019,7,,CZ,BE,11.0
31.12.2021 08:15:00,2019,8,,CZ,BE,9.0
31.12.2021 08:15:00,2019,9,,CZ,BE,29.0
31.12.2021 08:15:00,2019,10,,CZ,BE,18.0
31.12.2021 08:15:00,2019,11,,CZ,BE,9.0
31.12.2021 08:15:00,2019,12,,CZ,BE,9.0
31.12.2021 08:15:00,2019,1,,CZ,ES,15.0
31.12.2021 08:15:00,2019,2,,CZ,ES,10.0
31.12.2021 08:15:00,2019,3,,CZ,ES,8.0
31.12.2021 08:15:00,2019,4,,CZ,ES,9.0
31.12.2021 08:15:00,2019,5,,CZ,ES,17.0
31.12.2021 08:15:00,2019,6,,CZ,ES,14.0
31.12.2021 08:15:00,2019,7,,CZ,ES,22.0
31.12.2021 08:15:00,2019,8,,CZ,ES,12.0
31.12.2021 08:15:00,2019,9,,CZ,ES,49.0
31.12.2021 08:15:00,2019,10,,CZ,ES,46.0
31.12.2021 08:15:00,2019,11,,CZ,ES,16.0
31.12.2021 08:15:00,2019,12,,CZ,ES,9.0
31.12.2021 08:15:00,2019,1,,CH,DE,25.0
31.12.2021 08:15:00,2019,2,,CH,DE,8.0
31.12.2021 08:15:00,2019,3,,CH,DE,11.0
31.12.2021 08:15:00,2019,4,,CH,DE,19.0
31.12.2021 08:15:00,2019,5,,CH,DE,17.0
31.12.2021 08:15:00,2019,6,,CH,DE,16.0
31.12.2021 08:15:00,2019,7,,CH,DE,15.0
31.12.2021 08:15:00,2019,8,,CH,DE,13.0
31.12.2021 08:15:00,2019,9,,CH,DE,16.0
31.12.2021 08:15:00,2019,10,,CH,DE,10.0
31.12.2021 08:15:00,2019,11,,CH,DE,9.0
31.12.2021 08:15:00,2019,12,,CH,DE,21.0
31.12.2021 08:15:00,2019,1,,CH,AT,8.0
31.12.2021 08:15:00,2019,2,,CH,AT,0.0
31.12.2021 08:15:00,2019,3,,CH,AT,2.0
31.12.2021 08:15:00,2019,4,,CH,AT,4.0
31.12.2021 08:15:00,2019,5,,CH,AT,4.0
31.12.2021 08:15:00,2019,6,,CH,AT,3.0
31.12.2021 08:15:00,2019,7,,CH,AT,0.0
31.12.2021 08:15:00,2019,8,,CH,AT,0.0
31.12.2021 08:15:00,2019,9,,CH,AT,4.0
31.12.2021 08:15:00,2019,10,,CH,AT,3.0
31.12.2021 08:15:00,2019,11,,CH,AT,3.0
31.12.2021 08:15:00,2019,12,,CH,AT,6.0
31.12.2021 08:15:00,2019,1,,CH,FR,19.0
31.12.2021 08:15:00,2019,2,,CH,FR,6.0
31.12.2021 08:15:00,2019,3,,CH,FR,10.0
31.12.2021 08:15:00,2019,4,,CH,FR,16.0
31.12.2021 08:15:00,2019,5,,CH,FR,15.0
31.12.2021 08:15:00,2019,6,,CH,FR,10.0
31.12.2021 08:15:00,2019,7,,CH,FR,11.0
31.12.2021 08:15:00,2019,8,,CH,FR,7.0
31.12.2021 08:15:00,2019,9,,CH,FR,14.0
31.12.2021 08:15:00,2019,10,,CH,FR,9.0
31.12.2021 08:15:00,2019,11,,CH,FR,8.0
31.12.2021 08:15:00,2019,12,,CH,FR,14.0
31.12.2021 08:15:00,2019,1,,CH,NL,4.0
31.12.2021 08:15:00,2019,2,,CH,NL,0.0
31.12.2021 08:15:00,2019,3,,CH,NL,0.0
31.12.2021 08:15:00,2019,4,,CH,NL,3.0
31.12.2021 08:15:00,2019,5,,CH,NL,3.0
31.12.2021 08:15:00,2019,6,,CH,NL,0.0
31.12.2021 08:15:00,2019,7,,CH,NL,0.0
31.12.2021 08:15:00,2019,8,,CH,NL,0.0
31.12.2021 08:15:00,2019,9,,CH,NL,0.0
31.12.2021 08:15:00,2019,10,,CH,NL,0.0
31.12.2021 08:15:00,2019,11,,CH,NL,0.0
31.12.2021 08:15:00,2019,12,,CH,NL,4.0
31.12.2021 08:15:00,2019,1,,CH,CZ,8.0
31.12.2021 08:15:00,2019,2,,CH,CZ,2.0
31.12.2021 08:15:00,2019,3,,CH,CZ,2.0
31.12.2021 08:15:00,2019,4,,CH,CZ,8.0
31.12.2021 08:15:00,2019,5,,CH,CZ,5.0
31.12.2021 08:15:00,2019,6,,CH,CZ,4.0
31.12.2021 08:15:00,2019,7,,CH,CZ,4.0
31.12.2021 08:15:00,2019,8,,CH,CZ,4.0
31.12.2021 08:15:00,2019,9,,CH,CZ,4.0
31.12.2021 08:15:00,2019,10,,CH,CZ,2.0
31.12.2021 08:15:00,2019,11,,CH,CZ,0.0
31.12.2021 08:15:00,2019,12,,CH,CZ,4.0
31.12.2021 08:15:00,2019,1,,CH,CH,5.0
31.12.2021 08:15:00,2019,2,,CH,CH,0.0
31.12.2021 08:15:00,2019,3,,CH,CH,0.0
31.12.2021 08:15:00,2019,4,,CH,CH,3.0
31.12.2021 08:15:00,2019,5,,CH,CH,3.0
31.12.2021 08:15:00,2019,6,,CH,CH,3.0
31.12.2021 08:15:00,2019,7,,CH,CH,0.0
31.12.2021 08:15:00,2019,8,,CH,CH,4.0
31.12.2021 08:15:00,2019,9,,CH,CH,3.0
31.12.2021 08:15:00,2019,10,,CH,CH,2.0
31.12.2021 08:15:00,2019,11,,CH,CH,0.0
31.12.2021 08:15:00,2019,12,,CH,CH,4.0
31.12.2021 08:15:00,2019,1,,CH,PL,13.0
31.12.2021 08:15:00,2019,2,,CH,PL,3.0
31.12.2021 08:15:00,2019,3,,CH,PL,4.0
31.12.2021 08:15:00,2019,4,,CH,PL,7.0
31.12.2021 08:15:00,2019,5,,CH,PL,4.0
31.12.2021 08:15:00,2019,6,,CH,PL,3.0
31.12.2021 08:15:00,2019,7,,CH,PL,4.0
31.12.2021 08:15:00,2019,8,,CH,PL,4.0
31.12.2021 08:15:00,2019,9,,CH,PL,3.0
31.12.2021 08:15:00,2019,10,,CH,PL,2.0
31.12.2021 08:15:00,2019,11,,CH,PL,4.0
31.12.2021 08:15:00,2019,12,,CH,PL,11.0
31.12.2021 08:15:00,2019,1,,CH,IT,13.0
31.12.2021 08:15:00,2019,2,,CH,IT,3.0
31.12.2021 08:15:00,2019,3,,CH,IT,5.0
31.12.2021 08:15:00,2019,4,,CH,IT,10.0
31.12.2021 08:15:00,2019,5,,CH,IT,7.0
31.12.2021 08:15:00,2019,6,,CH,IT,5.0
31.12.2021 08:15:00,2019,7,,CH,IT,5.0
31.12.2021 08:15:00,2019,8,,CH,IT,6.0
31.12.2021 08:15:00,2019,9,,CH,IT,14.0
31.12.2021 08:15:00,2019,10,,CH,IT,5.0
31.12.2021 08:15:00,2019,11,,CH,IT,5.0
31.12.2021 08:15:00,2019,12,,CH,IT,8.0
31.12.2021 08:15:00,2019,1,,CH,BE,4.0
31.12.2021 08:15:00,2019,2,,CH,BE,0.0
31.12.2021 08:15:00,2019,3,,CH,BE,2.0
31.12.2021 08:15:00,2019,4,,CH,BE,3.0
31.12.2021 08:15:00,2019,5,,CH,BE,0.0
31.12.2021 08:15:00,2019,6,,CH,BE,3.0
31.12.2021 08:15:00,2019,7,,CH,BE,3.0
31.12.2021 08:15:00,2019,8,,CH,BE,2.0
31.12.2021 08:15:00,2019,9,,CH,BE,4.0
31.12.2021 08:15:00,2019,10,,CH,BE,3.0
31.12.2021 08:15:00,2019,11,,CH,BE,0.0
31.12.2021 08:15:00,2019,12,,CH,BE,4.0
31.12.2021 08:15:00,2019,1,,CH,ES,4.0
31.12.2021 08:15:00,2019,2,,CH,ES,0.0
31.12.2021 08:15:00,2019,3,,CH,ES,2.0
31.12.2021 08:15:00,2019,4,,CH,ES,0.0
31.12.2021 08:15:00,2019,5,,CH,ES,3.0
31.12.2021 08:15:00,2019,6,,CH,ES,2.0
31.12.2021 08:15:00,2019,7,,CH,ES,3.0
31.12.2021 08:15:00,2019,8,,CH,ES,4.0
31.12.2021 08:15:00,2019,9,,CH,ES,12.0
31.12.2021 08:15:00,2019,10,,CH,ES,5.0
31.12.2021 08:15:00,2019,11,,CH,ES,3.0
31.12.2021 08:15:00,2019,12,,CH,ES,4.0
31.12.2021 08:15:00,2019,1,,PL,DE,45.0
31.12.2021 08:15:00,2019,2,,PL,DE,50.0
31.12.2021 08:15:00,2019,3,,PL,DE,49.0
31.12.2021 08:15:00,2019,4,,PL,DE,44.0
31.12.2021 08:15:00,2019,5,,PL,DE,36.0
31.12.2021 08:15:00,2019,6,,PL,DE,48.0
31.12.2021 08:15:00,2019,7,,PL,DE,52.0
31.12.2021 08:15:00,2019,8,,PL,DE,40.0
31.12.2021 08:15:00,2019,9,,PL,DE,69.0
31.12.2021 08:15:00,2019,10,,PL,DE,69.0
31.12.2021 08:15:00,2019,11,,PL,DE,60.0
31.12.2021 08:15:00,2019,12,,PL,DE,52.0
31.12.2021 08:15:00,2019,1,,PL,AT,38.0
31.12.2021 08:15:00,2019,2,,PL,AT,35.0
31.12.2021 08:15:00,2019,3,,PL,AT,30.0
31.12.2021 08:15:00,2019,4,,PL,AT,24.0
31.12.2021 08:15:00,2019,5,,PL,AT,19.0
31.12.2021 08:15:00,2019,6,,PL,AT,24.0
31.12.2021 08:15:00,2019,7,,PL,AT,29.0
31.12.2021 08:15:00,2019,8,,PL,AT,20.0
31.12.2021 08:15:00,2019,9,,PL,AT,47.0
31.12.2021 08:15:00,2019,10,,PL,AT,35.0
31.12.2021 08:15:00,2019,11,,PL,AT,25.0
31.12.2021 08:15:00,2019,12,,PL,AT,20.0
31.12.2021 08:15:00,2019,1,,PL,FR,48.0
31.12.2021 08:15:00,2019,2,,PL,FR,50.0
31.12.2021 08:15:00,2019,3,,PL,FR,46.0
31.12.2021 08:15:00,2019,4,,PL,FR,42.0
31.12.2021 08:15:00,2019,5,,PL,FR,42.0
31.12.2021 08:15:00,2019,6,,PL,FR,51.0
31.12.2021 08:15:00,2019,7,,PL,FR,63.0
31.12.2021 08:15:00,2019,8,,PL,FR,41.0
31.12.2021 08:15:00,2019,9,,PL,FR,67.0
31.12.2021 08:15:00,2019,10,,PL,FR,59.0
31.12.2021 08:15:00,2019,11,,PL,FR,51.0
31.12.2021 08:15:00,2019,12,,PL,FR,44.0
31.12.2021 08:15:00,2019,1,,PL,NL,11.0
31.12.2021 08:15:00,2019,2,,PL,NL,14.0
31.12.2021 08:15:00,2019,3,,PL,NL,13.0
31.12.2021 08:15:00,2019,4,,PL,NL,8.0
31.12.2021 08:15:00,2019,5,,PL,NL,6.0
31.12.2021 08:15:00,2019,6,,PL,NL,13.0
31.12.2021 08:15:00,2019,7,,PL,NL,15.0
31.12.2021 08:15:00,2019,8,,PL,NL,9.0
31.12.2021 08:15:00,2019,9,,PL,NL,26.0
31.12.2021 08:15:00,2019,10,,PL,NL,26.0
31.12.2021 08:15:00,2019,11,,PL,NL,19.0
31.12.2021 08:15:00,2019,12,,PL,NL,21.0
31.12.2021 08:15:00,2019,1,,PL,CZ,39.0
31.12.2021 08:15:00,2019,2,,PL,CZ,35.0
31.12.2021 08:15:00,2019,3,,PL,CZ,39.0
31.12.2021 08:15:00,2019,4,,PL,CZ,35.0
31.12.2021 08:15:00,2019,5,,PL,CZ,35.0
31.12.2021 08:15:00,2019,6,,PL,CZ,39.0
31.12.2021 08:15:00,2019,7,,PL,CZ,37.0
31.12.2021 08:15:00,2019,8,,PL,CZ,35.0
31.12.2021 08:15:00,2019,9,,PL,CZ,58.0
31.12.2021 08:15:00,2019,10,,PL,CZ,48.0
31.12.2021 08:15:00,2019,11,,PL,CZ,46.0
31.12.2021 08:15:00,2019,12,,PL,CZ,32.0
31.12.2021 08:15:00,2019,1,,PL,CH,21.0
31.12.2021 08:15:00,2019,2,,PL,CH,21.0
31.12.2021 08:15:00,2019,3,,PL,CH,18.0
31.12.2021 08:15:00,2019,4,,PL,CH,16.0
31.12.2021 08:15:00,2019,5,,PL,CH,15.0
31.12.2021 08:15:00,2019,6,,PL,CH,22.0
31.12.2021 08:15:00,2019,7,,PL,CH,17.0
31.12.2021 08:15:00,2019,8,,PL,CH,11.0
31.12.2021 08:15:00,2019,9,,PL,CH,28.0
31.12.2021 08:15:00,2019,10,,PL,CH,29.0
31.12.2021 08:15:00,2019,11,,PL,CH,19.0
31.12.2021 08:15:00,2019,12,,PL,CH,10.0
31.12.2021 08:15:00,2019,1,,PL,PL,51.0
31.12.2021 08:15:00,2019,2,,PL,PL,37.0
31.12.2021 08:15:00,2019,3,,PL,PL,47.0
31.12.2021 08:15:00,2019,4,,PL,PL,48.0
31.12.2021 08:15:00,2019,5,,PL,PL,51.0
31.12.2021 08:15:00,2019,6,,PL,PL,59.0
31.12.2021 08:15:00,2019,7,,PL,PL,53.0
31.12.2021 08:15:00,2019,8,,PL,PL,55.0
31.12.2021 08:15:00,2019,9,,PL,PL,57.0
31.12.2021 08:15:00,2019,10,,PL,PL,46.0
31.12.2021 08:15:00,2019,11,,PL,PL,50.0
31.12.2021 08:15:00,2019,12,,PL,PL,40.0
31.12.2021 08:15:00,2019,1,,PL,IT,23.0
31.12.2021 08:15:00,2019,2,,PL,IT,16.0
31.12.2021 08:15:00,2019,3,,PL,IT,11.0
31.12.2021 08:15:00,2019,4,,PL,IT,14.0
31.12.2021 08:15:00,2019,5,,PL,IT,14.0
31.12.2021 08:15:00,2019,6,,PL,IT,21.0
31.12.2021 08:15:00,2019,7,,PL,IT,18.0
31.12.2021 08:15:00,2019,8,,PL,IT,14.0
31.12.2021 08:15:00,2019,9,,PL,IT,49.0
31.12.2021 08:15:00,2019,10,,PL,IT,35.0
31.12.2021 08:15:00,2019,11,,PL,IT,22.0
31.12.2021 08:15:00,2019,12,,PL,IT,19.0
31.12.2021 08:15:00,2019,1,,PL,BE,8.0
31.12.2021 08:15:00,2019,2,,PL,BE,9.0
31.12.2021 08:15:00,2019,3,,PL,BE,9.0
31.12.2021 08:15:00,2019,4,,PL,BE,9.0
31.12.2021 08:15:00,2019,5,,PL,BE,5.0
31.12.2021 08:15:00,2019,6,,PL,BE,11.0
31.12.2021 08:15:00,2019,7,,PL,BE,13.0
31.12.2021 08:15:00,2019,8,,PL,BE,8.0
31.12.2021 08:15:00,2019,9,,PL,BE,24.0
31.12.2021 08:15:00,2019,10,,PL,BE,22.0
31.12.2021 08:15:00,2019,11,,PL,BE,14.0
31.12.2021 08:15:00,2019,12,,PL,BE,15.0
31.12.2021 08:15:00,2019,1,,PL,ES,9.0
31.12.2021 08:15:00,2019,2,,PL,ES,9.0
31.12.2021 08:15:00,2019,3,,PL,ES,7.0
31.12.2021 08:15:00,2019,4,,PL,ES,8.0
31.12.2021 08:15:00,2019,5,,PL,ES,10.0
31.12.2021 08:15:00,2019,6,,PL,ES,12.0
31.12.2021 08:15:00,2019,7,,PL,ES,25.0
31.12.2021 08:15:00,2019,8,,PL,ES,13.0
31.12.2021 08:15:00,2019,9,,PL,ES,45.0
31.12.2021 08:15:00,2019,10,,PL,ES,35.0
31.12.2021 08:15:00,2019,11,,PL,ES,16.0
31.12.2021 08:15:00,2019,12,,PL,ES,17.0
31.12.2021 08:15:00,2019,1,,IT,DE,70.0
31.12.2021 08:15:00,2019,2,,IT,DE,60.0
31.12.2021 08:15:00,2019,3,,IT,DE,74.0
31.12.2021 08:15:00,2019,4,,IT,DE,76.0
31.12.2021 08:15:00,2019,5,,IT,DE,66.0
31.12.2021 08:15:00,2019,6,,IT,DE,59.0
31.12.2021 08:15:00,2019,7,,IT,DE,59.0
31.12.2021 08:15:00,2019,8,,IT,DE,34.0
31.12.2021 08:15:00,2019,9,,IT,DE,28.0
31.12.2021 08:15:00,2019,10,,IT,DE,38.0
31.12.2021 08:15:00,2019,11,,IT,DE,40.0
31.12.2021 08:15:00,2019,12,,IT,DE,47.0
31.12.2021 08:15:00,2019,1,,IT,AT,41.0
31.12.2021 08:15:00,2019,2,,IT,AT,29.0
31.12.2021 08:15:00,2019,3,,IT,AT,53.0
31.12.2021 08:15:00,2019,4,,IT,AT,57.0
31.12.2021 08:15:00,2019,5,,IT,AT,50.0
31.12.2021 08:15:00,2019,6,,IT,AT,41.0
31.12.2021 08:15:00,2019,7,,IT,AT,38.0
31.12.2021 08:15:00,2019,8,,IT,AT,21.0
31.12.2021 08:15:00,2019,9,,IT,AT,14.0
31.12.2021 08:15:00,2019,10,,IT,AT,17.0
31.12.2021 08:15:00,2019,11,,IT,AT,16.0
31.12.2021 08:15:00,2019,12,,IT,AT,17.0
31.12.2021 08:15:00,2019,1,,IT,FR,68.0
31.12.2021 08:15:00,2019,2,,IT,FR,66.0
31.12.2021 08:15:00,2019,3,,IT,FR,70.0
31.12.2021 08:15:00,2019,4,,IT,FR,71.0
31.12.2021 08:15:00,2019,5,,IT,FR,63.0
31.12.2021 08:15:00,2019,6,,IT,FR,60.0
31.12.2021 08:15:00,2019,7,,IT,FR,61.0
31.12.2021 08:15:00,2019,8,,IT,FR,33.0
31.12.2021 08:15:00,2019,9,,IT,FR,45.0
31.12.2021 08:15:00,2019,10,,IT,FR,46.0
31.12.2021 08:15:00,2019,11,,IT,FR,45.0
31.12.2021 08:15:00,2019,12,,IT,FR,47.0
31.12.2021 08:15:00,2019,1,,IT,NL,23.0
31.12.2021 08:15:00,2019,2,,IT,NL,19.0
31.12.2021 08:15:00,2019,3,,IT,NL,29.0
31.12.2021 08:15:00,2019,4,,IT,NL,27.0
31.12.2021 08:15:00,2019,5,,IT,NL,20.0
31.12.2021 08:15:00,2019,6,,IT,NL,18.0
31.12.2021 08:15:00,2019,7,,IT,NL,20.0
31.12.2021 08:15:00,2019,8,,IT,NL,10.0
31.12.2021 08:15:00,2019,9,,IT,NL,6.0
31.12.2021 08:15:00,2019,10,,IT,NL,9.0
31.12.2021 08:15:00,2019,11,,IT,NL,10.0
31.12.2021 08:15:00,2019,12,,IT,NL,15.0
31.12.2021 08:15:00,2019,1,,IT,CZ,40.0
31.12.2021 08:15:00,2019,2,,IT,CZ,27.0
31.12.2021 08:15:00,2019,3,,IT,CZ,46.0
31.12.2021 08:15:00,2019,4,,IT,CZ,50.0
31.12.2021 08:15:00,2019,5,,IT,CZ,51.0
31.12.2021 08:15:00,2019,6,,IT,CZ,46.0
31.12.2021 08:15:00,2019,7,,IT,CZ,48.0
31.12.2021 08:15:00,2019,8,,IT,CZ,26.0
31.12.2021 08:15:00,2019,9,,IT,CZ,15.0
31.12.2021 08:15:00,2019,10,,IT,CZ,19.0
31.12.2021 08:15:00,2019,11,,IT,CZ,22.0
31.12.2021 08:15:00,2019,12,,IT,CZ,22.0
31.12.2021 08:15:00,2019,1,,IT,CH,26.0
31.12.2021 08:15:00,2019,2,,IT,CH,26.0
31.12.2021 08:15:00,2019,3,,IT,CH,24.0
31.12.2021 08:15:00,2019,4,,IT,CH,33.0
31.12.2021 08:15:00,2019,5,,IT,CH,29.0
31.12.2021 08:15:00,2019,6,,IT,CH,19.0
31.12.2021 08:15:00,2019,7,,IT,CH,15.0
31.12.2021 08:15:00,2019,8,,IT,CH,8.0
31.12.2021 08:15:00,2019,9,,IT,CH,11.0
31.12.2021 08:15:00,2019,10,,IT,CH,11.0
31.12.2021 08:15:00,2019,11,,IT,CH,12.0
31.12.2021 08:15:00,2019,12,,IT,CH,12.0
31.12.2021 08:15:00,2019,1,,IT,PL,32.0
31.12.2021 08:15:00,2019,2,,IT,PL,24.0
31.12.2021 08:15:00,2019,3,,IT,PL,44.0
31.12.2021 08:15:00,2019,4,,IT,PL,51.0
31.12.2021 08:15:00,2019,5,,IT,PL,48.0
31.12.2021 08:15:00,2019,6,,IT,PL,37.0
31.12.2021 08:15:00,2019,7,,IT,PL,43.0
31.12.2021 08:15:00,2019,8,,IT,PL,35.0
31.12.2021 08:15:00,2019,9,,IT,PL,17.0
31.12.2021 08:15:00,2019,10,,IT,PL,24.0
31.12.2021 08:15:00,2019,11,,IT,PL,33.0
31.12.2021 08:15:00,2019,12,,IT,PL,35.0
31.12.2021 08:15:00,2019,1,,IT,IT,48.0
31.12.2021 08:15:00,2019,2,,IT,IT,42.0
31.12.2021 08:15:00,2019,3,,IT,IT,49.0
31.12.2021 08:15:00,2019,4,,IT,IT,58.0
31.12.2021 08:15:00,2019,5,,IT,IT,54.0
31.12.2021 08:15:00,2019,6,,IT,IT,51.0
31.12.2021 08:15:00,2019,7,,IT,IT,62.0
31.12.2021 08:15:00,2019,8,,IT,IT,55.0
31.12.2021 08:15:00,2019,9,,IT,IT,59.0
31.12.2021 08:15:00,2019,10,,IT,IT,53.0
31.12.2021 08:15:00,2019,11,,IT,IT,52.0
31.12.2021 08:15:00,2019,12,,IT,IT,58.0
31.12.2021 08:15:00,2019,1,,IT,BE,25.0
31.12.2021 08:15:00,2019,2,,IT,BE,23.0
31.12.2021 08:15:00,2019,3,,IT,BE,32.0
31.12.2021 08:15:00,2019,4,,IT,BE,29.0
31.12.2021 08:15:00,2019,5,,IT,BE,18.0
31.12.2021 08:15:00,2019,6,,IT,BE,17.0
31.12.2021 08:15:00,2019,7,,IT,BE,16.0
31.12.2021 08:15:00,2019,8,,IT,BE,8.0
31.12.2021 08:15:00,2019,9,,IT,BE,7.0
31.12.2021 08:15:00,2019,10,,IT,BE,10.0
31.12.2021 08:15:00,2019,11,,IT,BE,12.0
31.12.2021 08:15:00,2019,12,,IT,BE,16.0
31.12.2021 08:15:00,2019,1,,IT,ES,25.0
31.12.2021 08:15:00,2019,2,,IT,ES,24.0
31.12.2021 08:15:00,2019,3,,IT,ES,31.0
31.12.2021 08:15:00,2019,4,,IT,ES,31.0
31.12.2021 08:15:00,2019,5,,IT,ES,28.0
